@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
979226.1	strain	2|1239|91061|1385|186822|329857|400776|979226.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Cohnella|Cohnella panacarvi|Cohnella panacarvi Gsoil 349 strain	0.0000	Otu560.0	329857
32644.174	strain	||||||32644|32644.174	||||||unidentified|unidentified strain	0.0000	RNODE_483_length_2623_cov_9.08778	32644
652017.1	strain	2|201174|1760|85006|1268|57494|652017|652017.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Nesterenkonia|Nesterenkonia sp. AN1|Nesterenkonia sp. AN1 strain	0.0000	Otu983	652017
45202.66	strain	||||||45202|45202.66	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_238_length_3219_cov_2.87332	45202
1298862.1	strain	2|1224|28211|204458|76892|75|1298862|1298862.1	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter sp. URHA0033|Caulobacter sp. URHA0033 strain	0.0000	Otu675.0	75
469383.1	strain	2|201174|1497346|588673|320583|191494|191495|469383.1	Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Conexibacteraceae|Conexibacter|Conexibacter woesei|Conexibacter woesei DSM 14684 strain	0.0000	Otu1052.0	191494
360313.1	strain	2|1224|28211|356|118882|528|360313|360313.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Ochrobactrum|Ochrobactrum sp. CDB2|Ochrobactrum sp. CDB2 strain	0.0000	Otu1012	360313
498211.1	strain	2|1224|1236|1706369|1706371|10|155077|498211.1	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|Cellvibrio japonicus|Cellvibrio japonicus Ueda107 strain	0.0038	Otu761.0	10
196367.1	strain	2|1224|28216|80840|119060|1827195|196367|196367.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Caballeronia|Caballeronia sordidicola|Caballeronia sordidicola strain	0.0000	Otu325.0	119060
1214906.9	strain	10239||||||1214906|1214906.9	Viruses||||||unidentified virus|unidentified virus strain	0.0000	RNODE_421_length_4705_cov_4.03310	1214906
1128398.1	strain	2|1239|186801|186802||1505664|1556|1128398.1	Bacteria|Firmicutes|Clostridia|Clostridiales||Gottschalkia|Gottschalkia acidurici|[Clostridium] acidurici 9a strain	0.0000	Otu1052	1128398
1121372.1	strain	2|201174|1760|85006|85023|1195526|444608|1121372.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Gryllotalpicola|Gryllotalpicola ginsengisoli|Gryllotalpicola ginsengisoli DSM 22003 strain	0.0000	Otu554.0	85023
379.3	strain	2|1224|28211|356|82115|379||379.3	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium||Rhizobium strain	0.2085	Otu252.0	379
1523621.1	strain	2|201174|1760|85006|85017|157920|1523621|1523621.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Cellulosimicrobium|Cellulosimicrobium sp. MM|Cellulosimicrobium sp. MM strain	0.0000	Otu628	1523621
1478.2	strain	2|1239|91061|1385|186817|1386|1478|1478.2	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus simplex|Bacillus simplex strain	0.0000	Otu968	1478
32644.103	strain	||||||32644|32644.103	||||||unidentified|unidentified strain	0.0001	RNODE_501_length_1656_cov_38.89942	32644
45202.58	strain	||||||45202|45202.58	||||||unidentified plasmid|unidentified plasmid strain	0.0107	RNODE_284_length_8760_cov_7.25395	45202
1123261.1	strain	2|1224|1236|1775403|568386|413435|413479|1123261.1	Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Sinobacteraceae|Solimonas|Solimonas soli|Solimonas soli DSM 21787 strain	0.0417	Otu331.0	568386
521096.1	strain	2|201174|1760|85007|85028|2060|2061|521096.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Tsukamurellaceae|Tsukamurella|Tsukamurella paurometabola|Tsukamurella paurometabola DSM 20162 strain	0.0000	Otu980	521096
237.1	strain	2|976|117743|200644|49546|237||237.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium||Flavobacterium strain	0.0000	3934_BI	237
12916.10	strain	2|1224|28216|80840|80864|12916||12916.10	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0000	Otu619.0	80864
1159488.1	strain	2|1239|91061|1385|90964|1279|246432|1159488.1	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus equorum|Staphylococcus equorum subsp. equorum Mu2 strain	0.0000	Otu451.0	1279
75682.5	strain	2|1224|28216|80840|75682|||75682.5	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|||Oxalobacteraceae strain	0.0000	Otu758.0	75682
1380763.1	strain	2|1239|91061|1385|186822|44249|1380763|1380763.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus darwinianus|Paenibacillus darwinianus strain	0.0000	Otu220.1	44249
32644.107	strain	||||||32644|32644.107	||||||unidentified|unidentified strain	0.0000	RNODE_201_length_2438_cov_4.66846	32644
1206777.1	strain	2|1224|1236|72274|135621|286|1206777|1206777.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. Lz4W|Pseudomonas sp. Lz4W strain	0.0000	Otu1068	1206777
1303518.1	strain	2|67819|1077257|1077263|1077264|1077265|454171|1303518.1	Bacteria|Armatimonadetes|Chthonomonadetes|Chthonomonadales|Chthonomonadaceae|Chthonomonas|Chthonomonas calidirosea|Chthonomonas calidirosea T49 strain	0.0000	Otu1026	1303518
32644.122	strain	||||||32644|32644.122	||||||unidentified|unidentified strain	0.0000	RNODE_402_length_1846_cov_2.27906	32644
452662.1	strain	2|1224|28211|204457|41297|165695|332056|452662.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium japonicum|Sphingobium japonicum UT26S strain	0.0000	Otu721.1	41297
1400520.1	strain	2|1239|91061|186826|33958|1578|483011|1400520.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus fabifermentans|Lactobacillus fabifermentans T30PCM01 strain	0.0000	Otu971.0	1578
280754.1	strain	2759|4890|147550|5125|34397|243023|280754|280754.1	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Pochonia|Pochonia chlamydosporia|Pochonia chlamydosporia strain	0.0075	Metacordyceps_chlamydosporia_MPI-IT2-AT-0323	280754
887101.1	strain	2759|4890|147541|134362|452563|5498|887101|887101.1	Eukaryota|Ascomycota|Dothideomycetes|Capnodiales|Cladosporiaceae|Cladosporium|Cladosporium rectoides|Cladosporium rectoides strain	0.0073	Cladosporium_rectoides_MPI-GEGE-AT-0032	887101
32644.130	strain	||||||32644|32644.130	||||||unidentified|unidentified strain	0.0000	RNODE_183_length_2196_cov_14.40984	32644
1120967.1	strain	2|976|768503|768507|563798|246875|344884|1120967.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus terrigena|Algoriphagus terrigena DSM 22685 strain	0.0265	Otu951.0	563798
401053.1	strain	2|57723|204432|204433|204434|392733|870903|401053.1	Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Terriglobus|Terriglobus saanensis|Terriglobus saanensis SP1PR4 strain	0.0000	Otu592.0	392733
32644.131	strain	||||||32644|32644.131	||||||unidentified|unidentified strain	0.0057	RNODE_473_length_2154_cov_104.90849	32644
1283299.1	strain	2|201174|1497346|588673|320583|191494|191495|1283299.1	Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Conexibacteraceae|Conexibacter|Conexibacter woesei|Conexibacter woesei Iso977N strain	0.0493	Otu398.0	191494
1005941.1	strain	2|1239|91061|1385|186818|1372|1215089|1005941.1	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus halocryophilus|Planococcus halocryophilus Or1 strain	0.0000	Otu856	1005941
32644.132	strain	||||||32644|32644.132	||||||unidentified|unidentified strain	0.3239	RNODE_575_length_2552_cov_5.49684	32644
45202.55	strain	||||||45202|45202.55	||||||unidentified plasmid|unidentified plasmid strain	0.0123	RNODE_480_length_1461_cov_9.87912	45202
82115.3	strain	2|1224|28211|356|82115|||82115.3	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|||Rhizobiaceae strain	0.0000	Otu1063	82115
1038862.1	strain	2|1224|28211|356|41294|374|375|1038862.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium japonicum|Bradyrhizobium japonicum USDA 124 strain	0.0000	Otu919	1038862
1254432.1	strain	2|1224|28221|29|49|39643|56|1254432.1	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium|Sorangium cellulosum|Sorangium cellulosum So0157-2 strain	0.0000	Otu553.0	49
35725.1	strain	2759|4890|147541|451869|45131|35724|35725|35725.1	Eukaryota|Ascomycota|Dothideomycetes|Botryosphaeriales|Botryosphaeriaceae|Macrophomina|Macrophomina phaseolina|Macrophomina phaseolina strain	0.0374	Macrophomina_phaseolina_MPI-SDFR-AT-0085	35725
82115.1	strain	2|1224|28211|356|82115|||82115.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|||Rhizobiaceae strain	0.0000	Otu1046	82115
82115.2	strain	2|1224|28211|356|82115|||82115.2	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|||Rhizobiaceae strain	0.0000	Otu1070	82115
35725.2	strain	2759|4890|147541|451869|45131|35724|35725|35725.2	Eukaryota|Ascomycota|Dothideomycetes|Botryosphaeriales|Botryosphaeriaceae|Macrophomina|Macrophomina phaseolina|Macrophomina phaseolina strain	0.0001	Macrophomina_phaseolina_MPI-FR1-AT-0330	35725
32644.134	strain	||||||32644|32644.134	||||||unidentified|unidentified strain	0.0000	RNODE_510_length_1545_cov_4.91248	32644
32644.135	strain	||||||32644|32644.135	||||||unidentified|unidentified strain	0.0000	RNODE_555_length_2155_cov_6.40249	32644
32644.171	strain	||||||32644|32644.171	||||||unidentified|unidentified strain	0.2088	RNODE_488_length_20029_cov_34.82594	32644
32644.137	strain	||||||32644|32644.137	||||||unidentified|unidentified strain	0.0000	RNODE_273_length_1300_cov_2.30673	32644
1510531.1	strain	2|1224|28211|356|41294|85413|1510531|1510531.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Bosea sp. UNC402CLCol|Bosea sp. UNC402CLCol strain	0.0000	Otu778	1510531
32644.139	strain	||||||32644|32644.139	||||||unidentified|unidentified strain	0.0210	RNODE_299_length_1525_cov_5.32402	32644
1510531.2	strain	2|1224|28211|356|41294|85413|1510531|1510531.2	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Bosea sp. UNC402CLCol|Bosea sp. UNC402CLCol strain	0.0000	Otu631.0	41294
119060.1	strain	2|1224|28216|80840|119060|||119060.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|||Burkholderiaceae strain	0.0000	Otu1037	119060
119060.3	strain	2|1224|28216|80840|119060|||119060.3	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|||Burkholderiaceae strain	0.0000	Otu19.0	119060
119060.2	strain	2|1224|28216|80840|119060|||119060.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|||Burkholderiaceae strain	0.0000	Otu416.0	119060
32644.138	strain	||||||32644|32644.138	||||||unidentified|unidentified strain	0.0255	RNODE_591_length_3620_cov_70.16410	32644
404589.1	strain	2|1224|28221|29|1524215|161492|404589|404589.1	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter sp. Fw109-5|Anaeromyxobacter sp. Fw109-5 strain	0.0000	Otu936	404589
1121346.1	strain	2|1239|91061|1385|186822|329857|380174|1121346.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Cohnella|Cohnella laeviribosi|Cohnella laeviribosi DSM 21336 strain	0.0000	Otu921	1121346
323097.1	strain	2|1224|28211|356|41294|911|912|323097.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Nitrobacter|Nitrobacter hamburgensis|Nitrobacter hamburgensis X14 strain	0.0000	Otu981	323097
525897.1	strain	2|1224|28221|213115|213116|898|899|525897.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium|Desulfomicrobium baculatum|Desulfomicrobium baculatum DSM 4028 strain	0.0000	Otu880	525897
485917.1	strain	2|976|117747|200666|84566|84567|984|485917.1	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter heparinus|Pedobacter heparinus DSM 2366 strain	0.0000	Otu518.0	84566
1217718.1	strain	2|1224|28216|80840|119060|106589|1217718|1217718.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus sp. BIS7|Cupriavidus sp. BIS7 strain	0.0000	Otu295.0	119060
1316927.1	strain	2|1224|1236|72274|135621|286|47879|1316927.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas corrugata|Pseudomonas corrugata CFBP 5454 strain	0.0000	Otu1065	1316927
697284.1	strain	2|1239|91061|1385|186822|44249|1464|697284.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus larvae|Paenibacillus larvae subsp. larvae DSM 25430 strain	0.0000	Otu1074.0	44249
457427.1	strain	2|201174|1760|85011|2062|1883|998084|457427.1	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces himastatinicus|Streptomyces himastatinicus ATCC 53653 strain	0.0076	Otu1047.0	2062
1144343.1	strain	2|1224|28211|356|69277|28100|1144343|1144343.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium|Phyllobacterium sp. YR531|Phyllobacterium sp. YR531 strain	0.0000	Otu746.0	69277
457425.1	strain	2|201174|1760|85011|2062|1883|1888|457425.1	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces albus|Streptomyces albus J1074 strain	0.0000	Otu900	457425
44249.1	strain	2|1239|91061|1385|186822|44249||44249.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus||Paenibacillus strain	0.0000	Otu220.0	44249
32644.78	strain	||||||32644|32644.78	||||||unidentified|unidentified strain	0.0000	RNODE_135_length_2376_cov_3.88445	32644
667632.1	strain	2|1224|28216|80840|119060|32008|667632|667632.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia sp. JPY347|Burkholderia sp. JPY347 strain	0.0000	Otu833	667632
1038866.1	strain	2|1224|28211|356|41294|374|1038866|1038866.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium sp. WSM2793|Bradyrhizobium sp. WSM2793 strain	0.0000	Otu847	1038866
45202.89	strain	||||||45202|45202.89	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_502_length_2205_cov_11.49694	45202
45202.88	strain	||||||45202|45202.88	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_533_length_2589_cov_10.83519	45202
32644.72	strain	||||||32644|32644.72	||||||unidentified|unidentified strain	0.0020	RNODE_219_length_1344_cov_3.84720	32644
32644.73	strain	||||||32644|32644.73	||||||unidentified|unidentified strain	0.0000	RNODE_335_length_1478_cov_2.76786	32644
76890.1	strain	2|1224|28211|204458|76892|76890||76890.1	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Asticcacaulis||Asticcacaulis strain	0.0417	Otu64.0	76890
32644.71	strain	||||||32644|32644.71	||||||unidentified|unidentified strain	1.8906	RNODE_317_length_2062_cov_4.66471	32644
45202.83	strain	||||||45202|45202.83	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_449_length_3981_cov_10.04107	45202
45202.82	strain	||||||45202|45202.82	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_30_length_2201_cov_7.76228	45202
32644.74	strain	||||||32644|32644.74	||||||unidentified|unidentified strain	0.0095	RNODE_430_length_8758_cov_13.30595	32644
45202.80	strain	||||||45202|45202.80	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_494_length_2579_cov_7.85352	45202
106589.7	strain	2|1224|28216|80840|119060|106589||106589.7	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.0000	Otu57.0	119060
1089545.1	strain	2|201174|1760|85010|2070|1813|208443|1089545.1	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis balhimycina|Amycolatopsis balhimycina FH 1894 strain	0.0000	Otu616.1	2070
106589.5	strain	2|1224|28216|80840|119060|106589||106589.5	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.0000	Otu182.0	119060
106589.4	strain	2|1224|28216|80840|119060|106589||106589.4	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.0190	Otu62.0	119060
106589.3	strain	2|1224|28216|80840|119060|106589||106589.3	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.0000	Otu107.0	119060
106589.2	strain	2|1224|28216|80840|119060|106589||106589.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.0000	Otu822.0	119060
106589.1	strain	2|1224|28216|80840|119060|106589||106589.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.0190	Otu9.0	119060
1365176.1	strain	2157|28889|183924|2266|114378|2268|1365176|1365176.1	Archaea|Crenarchaeota|Thermoprotei|Thermoproteales|Thermofilaceae|Thermofilum|Thermofilum adornatus|Thermofilum adornatus strain	0.0000	Otu1029	1365176
45202.102	strain	||||||45202|45202.102	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_447_length_1716_cov_15.11213	45202
64609.1	strain	2759|4890|147550|5125|110618|1079112|64609|64609.1	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Ilyonectria|Ilyonectria destructans|Ilyonectria destructans strain	0.0252	Neonectria_radicicola_MPI-CAGE-CH-0236	64609
1408254.1	strain	2|1239|91061|1385|186822|55080|497735|1408254.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillus|Brevibacillus panacihumi|Brevibacillus panacihumi W25 strain	0.0000	Otu866	1408254
45202.76	strain	||||||45202|45202.76	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_8_length_2730_cov_5.02585	45202
40324.1	strain	2|1224|1236|135614|32033|40323|40324|40324.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia|Stenotrophomonas maltophilia strain	0.0000	Otu1011.1	32033
40324.2	strain	2|1224|1236|135614|32033|40323|40324|40324.2	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia|Stenotrophomonas maltophilia strain	0.0000	Otu1059.0	32033
1120985.1	strain	2|1239|909932|909929|1843490|151038|82376|1120985.1	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae|Anaeroarcus|Anaeroarcus burkinensis|Anaeroarcus burkinensis DSM 6283 strain	0.0000	Otu911	1120985
45202.146	strain	||||||45202|45202.146	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_536_length_2671_cov_5.65343	45202
1150864.1	strain	2|201174|1760|85008|28056|1873|285679|1150864.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|Micromonospora lupini|Micromonospora lupini str. Lupac 08 strain	0.0000	Otu347.0	28056
1200352.1	strain	2|201174|1760|85007|1653|1716|89154|1200352.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium terpenotabidum|Corynebacterium terpenotabidum Y-11 strain	0.0000	Otu759	1200352
485913.1	strain	2|200795|388447|388448|388449|363276|363277|485913.1	Bacteria|Chloroflexi|Ktedonobacteria|Ktedonobacterales|Ktedonobacteraceae|Ktedonobacter|Ktedonobacter racemifer|Ktedonobacter racemifer DSM 44963 strain	0.0000	Otu606	485913
45202.178	strain	||||||45202|45202.178	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_398_length_3296_cov_5.67929	45202
45202.179	strain	||||||45202|45202.179	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_155_length_2531_cov_7.75129	45202
1267981.1	strain	2|201174|1760|85006|1268|1663|1267981|1267981.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. H20|Arthrobacter sp. H20 strain	0.2957	Otu266.0	1663
12916.9	strain	2|1224|28216|80840|80864|12916||12916.9	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0000	Otu714	12916
12916.2	strain	2|1224|28216|80840|80864|12916||12916.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0000	Otu735	12916
12916.3	strain	2|1224|28216|80840|80864|12916||12916.3	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.1289	Otu392.0	80864
45202.172	strain	||||||45202|45202.172	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_240_length_12811_cov_7.14481	45202
12916.1	strain	2|1224|28216|80840|80864|12916||12916.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0000	LjRoot103	12916
12916.6	strain	2|1224|28216|80840|80864|12916||12916.6	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0000	Otu512.0	80864
45202.175	strain	||||||45202|45202.175	||||||unidentified plasmid|unidentified plasmid strain	0.0009	RNODE_590_length_2199_cov_166.16738	45202
12916.4	strain	2|1224|28216|80840|80864|12916||12916.4	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax||Acidovorax strain	0.0265	LjRoot176	12916
525903.1	strain	2|508458|649775|649776|649777|81461|81462|525903.1	Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Thermanaerovibrio|Thermanaerovibrio acidaminovorans|Thermanaerovibrio acidaminovorans DSM 6589 strain	0.0000	Otu551.0	649777
1217715.1	strain	2|1224|1236|72274|468|469|1435036|1217715.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter bohemicus|Acinetobacter bohemicus ANC 3994 strain	0.0000	Otu918	1217715
41275.5	strain	2|1224|28211|204458|76892|41275||41275.5	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas||Brevundimonas strain	0.0000	Otu710	41275
45202.135	strain	||||||45202|45202.135	||||||unidentified plasmid|unidentified plasmid strain	0.0007	RNODE_242_length_3657_cov_7.66465	45202
1882774.2	strain	2|1224|28216|80840|80864|34072|1882774|1882774.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax sp. CF079|Variovorax sp. CF079 strain	0.0000	LjRoot130	1882774
1882774.3	strain	2|1224|28216|80840|80864|34072|1882774|1882774.3	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax sp. CF079|Variovorax sp. CF079 strain	0.0926	LjRoot84	1882774
45202.38	strain	||||||45202|45202.38	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_489_length_2151_cov_58.40979	45202
1882774.1	strain	2|1224|28216|80840|80864|34072|1882774|1882774.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax sp. CF079|Variovorax sp. CF079 strain	0.0000	Otu850.0	80864
1882774.4	strain	2|1224|28216|80840|80864|34072|1882774|1882774.4	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax sp. CF079|Variovorax sp. CF079 strain	0.0000	LjRoot175	1882774
592361.1	strain	2|1224|1236|72274|135621|286|592361|592361.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas peli|Pseudomonas peli strain	0.0000	Otu1090	592361
45202.32	strain	||||||45202|45202.32	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_270_length_5234_cov_7.75671	45202
45202.33	strain	||||||45202|45202.33	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_354_length_3591_cov_3.85010	45202
45202.30	strain	||||||45202|45202.30	||||||unidentified plasmid|unidentified plasmid strain	0.0027	RNODE_580_length_4156_cov_8.38751	45202
45202.31	strain	||||||45202|45202.31	||||||unidentified plasmid|unidentified plasmid strain	0.0000	RNODE_179_length_3165_cov_11.18263	45202
1121272.1	strain	2|201174|1760|85008|28056|1121253|129052|1121272.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catelliglobosispora|Catelliglobosispora koreensis|Catelliglobosispora koreensis DSM 44566 strain	0.0417	Otu755.0	1121253
45202.37	strain	||||||45202|45202.37	||||||unidentified plasmid|unidentified plasmid strain	0.0120	RNODE_405_length_1632_cov_8.96149	45202
45202.34	strain	||||||45202|45202.34	||||||unidentified plasmid|unidentified plasmid strain	0.0029	RNODE_593_length_8426_cov_4.28144	45202
45202.35	strain	||||||45202|45202.35	||||||unidentified plasmid|unidentified plasmid strain	1.2786	RNODE_419_length_1879_cov_8.64082	45202
80864.1	strain	2|1224|28216|80840|80864|||80864.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|||Comamonadaceae strain	1.5394	Otu17.0	80864
